Order_ID,Order_Date,Product_ID,Product_Category,Buyer_Gender,Buyer_Age,Order_Location,International_Shipping,Sales_Price,Shipping_Charges,Sales_per_Unit,Quantity,Total_Sales,Rating
129657,2024-10-06,BF1545,Other,Female,22,Mumbai,Yes,10,70,80,4,320,2
176592,2024-05-22,BF1549,Clothing,Female,18,Miami,No,130,0,130,3,390,2
146873,2024-06-09,BF1551,Ornaments,Male,22,Cleveland,No,15,0,15,1,15,4
166183,2024-05-11,BF1549,Clothing,Male,30,Pittsburgh,No,130,0,130,3,390,5
145039,2024-01-05,BF1552,Ornaments,Male,33,Cardiff,Yes,45,40,85,1,85,1
173844,2024-06-27,BF1547,Ornaments,Female,31,Memphis,No,32,0,32,1,32,2
133529,2024-08-06,BF1549,Clothing,Male,19,Portland,No,130,0,130,1,130,4
146217,2023-11-17,BF1545,Other,Male,34,Memphis,No,10,0,10,2,20,3
160714,2024-06-02,BF1544,Other,Female,31,San Antonio,No,9,0,9,1,9,4
181366,2024-01-21,BF1548,Clothing,Female,29,San Francisco,No,65,0,65,3,195,2
166065,2024-09-10,BF1543,Clothing,Male,27,Las Vegas,No,100,0,100,3,300,4
170822,2023-12-12,BF1548,Clothing,Female,26,Glasgow,Yes,65,40,105,2,210,4
174679,2024-03-01,BF1543,Clothing,Male,35,San Antonio,No,100,0,100,1,100,4
129758,2024-05-20,BF1548,Clothing,Female,31,Toronto,Yes,65,25,90,1,90,4
162197,2024-02-22,BF1551,Ornaments,Female,27,New York,No,15,0,15,4,60,4
169968,2024-02-15,BF1549,Clothing,Female,33,New Delhi,Yes,130,70,200,2,400,4
122862,2024-03-06,BF1549,Clothing,Male,23,Portland,No,130,0,130,1,130,2
137448,2024-02-21,BF1551,Ornaments,Male,29,New Jersey,No,15,0,15,1,15,5
123886,2024-03-14,BF1547,Ornaments,Male,32,Austin,No,32,0,32,3,96,4
180972,2023-11-07,BF1547,Ornaments,Male,24,New Jersey,No,32,0,32,3,96,1
120386,2024-05-05,BF1544,Other,Female,31,Manchester,Yes,9,40,49,1,49,1
128351,2024-04-01,BF1548,Clothing,Male,33,Detroit,No,65,0,65,1,65,5
146050,2024-01-11,BF1548,Clothing,Male,34,Cleveland,No,65,0,65,1,65,5
150100,2024-02-19,BF1551,Ornaments,Male,18,New Jersey,No,15,0,15,1,15,4
120999,2024-10-30,BF1552,Ornaments,Male,31,Las Vegas,No,45,0,45,1,45,3
147626,2024-06-27,BF1550,Clothing,Male,27,Cleveland,No,97,0,97,3,291,3
121479,2024-10-25,BF1554,Ornaments,Female,18,Manchester,Yes,20,40,60,3,180,4
177425,2024-09-14,BF1550,Clothing,Female,30,London,Yes,97,40,137,1,137,3
171387,2024-01-02,BF1554,Ornaments,Female,24,Pittsburgh,No,20,0,20,1,20,4
134982,2023-12-16,BF1553,Ornaments,Female,33,Manchester,Yes,50,40,90,2,180,1
169589,2024-10-09,BF1547,Ornaments,Male,19,Dublin,Yes,32,40,72,2,144,1
137886,2024-07-20,BF1546,Clothing,Male,21,Pittsburgh,No,118,0,118,3,354,4
132253,2024-08-08,BF1552,Ornaments,Male,20,Miami,No,45,0,45,1,45,4
165013,2023-12-17,BF1550,Clothing,Female,20,Portland,No,97,0,97,2,194,4
144186,2024-01-29,BF1551,Ornaments,Male,24,Pittsburgh,No,15,0,15,1,15,1
172945,2024-02-10,BF1545,Other,Male,25,Dublin,Yes,10,40,50,1,50,5
158009,2024-03-12,BF1543,Clothing,Male,21,Liverpool,Yes,100,40,140,1,140,5
127016,2024-07-20,BF1548,Clothing,Male,19,London,Yes,65,40,105,1,105,3
147599,2024-02-18,BF1544,Other,Male,35,Montreal,Yes,9,25,34,4,136,4
140568,2024-06-30,BF1544,Other,Female,32,Manchester,Yes,9,40,49,2,98,4
164879,2024-11-03,BF1554,Ornaments,Female,25,Sacramento,No,20,0,20,3,60,5
180177,2024-10-22,BF1544,Other,Male,34,Austin,No,9,0,9,1,9,1
124242,2024-10-17,BF1545,Other,Female,22,Detroit,No,10,0,10,1,10,5
129609,2024-09-22,BF1551,Ornaments,Male,24,Sydney,Yes,15,100,115,1,115,1
153630,2024-09-24,BF1553,Ornaments,Male,23,Toronto,Yes,50,25,75,1,75,3
152163,2024-03-01,BF1555,Other,Male,22,New Delhi,Yes,23,70,93,1,93,5
182647,2024-09-16,BF1548,Clothing,Female,19,Austin,No,65,0,65,1,65,4
177331,2024-07-12,BF1551,Ornaments,Female,23,London,Yes,15,40,55,1,55,5
152725,2024-03-14,BF1544,Other,Female,32,Detroit,No,9,0,9,4,36,4
178802,2024-09-28,BF1546,Clothing,Male,18,Portland,No,118,0,118,1,118,5
158333,2024-06-18,BF1543,Clothing,Male,20,Sydney,Yes,100,100,200,1,200,2
180459,2024-05-24,BF1548,Clothing,Male,29,Las Vegas,No,65,0,65,2,130,4
160072,2023-12-22,BF1551,Ornaments,Female,24,San Francisco,No,15,0,15,1,15,1
183352,2024-05-17,BF1548,Clothing,Male,29,New Jersey,No,65,0,65,2,130,5
137210,2024-02-11,BF1551,Ornaments,Male,28,Sydney,Yes,15,100,115,3,345,1
124917,2024-01-12,BF1546,Clothing,Male,22,New York,No,118,0,118,3,354,3
195281,2024-08-25,BF1548,Clothing,Male,29,Portland,No,65,0,65,1,65,5
179497,2024-01-22,BF1548,Clothing,Male,28,Liverpool,Yes,65,40,105,2,210,1
199144,2024-10-15,BF1546,Clothing,Female,22,Cardiff,Yes,118,40,158,1,158,2
156574,2024-07-21,BF1544,Other,Male,24,Toronto,Yes,9,25,34,1,34,1
120835,2024-03-17,BF1544,Other,Male,28,New Jersey,No,9,0,9,1,9,4
181078,2024-06-20,BF1551,Ornaments,Male,22,San Antonio,No,15,0,15,1,15,4
126092,2024-08-25,BF1545,Other,Male,32,Sacramento,No,10,0,10,1,10,1
182478,2024-03-04,BF1549,Clothing,Male,19,San Francisco,No,130,0,130,5,650,1
195438,2024-08-27,BF1548,Clothing,Female,26,Sacramento,No,65,0,65,3,195,5
151650,2024-04-08,BF1551,Ornaments,Female,19,New York,No,15,0,15,1,15,5
135078,2024-07-18,BF1543,Clothing,Male,22,Dublin,Yes,100,40,140,1,140,4
155420,2024-02-28,BF1548,Clothing,Male,27,Detroit,No,65,0,65,1,65,3
142458,2024-09-02,BF1547,Ornaments,Male,35,Sydney,Yes,32,100,132,1,132,4
185905,2024-10-24,BF1543,Clothing,Female,29,Pittsburgh,No,100,0,100,1,100,3
185345,2023-11-06,BF1554,Ornaments,Male,29,San Francisco,No,20,0,20,1,20,3
148857,2024-05-10,BF1548,Clothing,Male,27,Memphis,No,65,0,65,2,130,5
121107,2024-06-02,BF1546,Clothing,Male,24,San Antonio,No,118,0,118,1,118,2
188642,2024-01-06,BF1548,Clothing,Female,21,San Antonio,No,65,0,65,3,195,2
178593,2024-05-29,BF1543,Clothing,Male,29,New York,No,100,0,100,1,100,3
167243,2024-02-27,BF1547,Ornaments,Male,23,Cleveland,No,32,0,32,1,32,3
165558,2024-09-29,BF1548,Clothing,Male,19,Paris,Yes,65,50,115,1,115,1
131809,2024-05-05,BF1555,Other,Male,31,Pittsburgh,No,23,0,23,1,23,4
158527,2024-01-23,BF1545,Other,Female,28,New Jersey,No,10,0,10,5,50,5
160077,2023-11-24,BF1545,Other,Male,34,San Francisco,No,10,0,10,4,40,4
130091,2024-11-02,BF1550,Clothing,Male,18,Manchester,Yes,97,40,137,1,137,5
174350,2024-06-08,BF1545,Other,Male,25,Pittsburgh,No,10,0,10,1,10,1
193964,2024-02-29,BF1545,Other,Male,30,New Jersey,No,10,0,10,5,50,5
170891,2024-03-22,BF1545,Other,Male,22,Sacramento,No,10,0,10,1,10,5
137041,2024-02-21,BF1548,Clothing,Female,22,San Francisco,No,65,0,65,1,65,5
155135,2023-11-24,BF1555,Other,Male,26,San Francisco,No,23,0,23,1,23,5
138687,2024-08-28,BF1543,Clothing,Male,19,Las Vegas,No,100,0,100,1,100,5
142743,2024-09-04,BF1552,Ornaments,Female,26,Memphis,No,45,0,45,1,45,1
162465,2024-03-17,BF1544,Other,Male,32,Paris,Yes,9,50,59,1,59,5
172953,2024-03-26,BF1548,Clothing,Male,32,New Jersey,No,65,0,65,1,65,4
171574,2024-09-13,BF1543,Clothing,Male,21,Detroit,No,100,0,100,1,100,4
170321,2024-02-27,BF1548,Clothing,Female,27,San Francisco,No,65,0,65,1,65,2
131168,2024-02-06,BF1555,Other,Male,23,New Jersey,No,23,0,23,1,23,5
138810,2024-08-20,BF1545,Other,Male,24,Montreal,Yes,10,25,35,2,70,4
175190,2024-06-16,BF1551,Ornaments,Male,34,Paris,Yes,15,50,65,3,195,1
193670,2024-05-28,BF1551,Ornaments,Female,30,Sacramento,No,15,0,15,1,15,5
137946,2024-02-13,BF1551,Ornaments,Female,29,Portland,No,15,0,15,1,15,5
198749,2024-10-18,BF1550,Clothing,Female,21,San Antonio,No,97,0,97,1,97,4
159253,2024-09-02,BF1548,Clothing,Female,19,New York,No,65,0,65,5,325,3
139715,2024-10-19,BF1544,Other,Male,23,Portland,No,9,0,9,1,9,3
134280,2023-11-09,BF1551,Ornaments,Female,33,Portland,No,15,0,15,1,15,1
198003,2024-07-22,BF1547,Ornaments,Female,28,Portland,No,32,0,32,1,32,4
158013,2024-10-03,BF1548,Clothing,Male,24,London,Yes,65,40,105,1,105,4
183544,2023-12-12,BF1545,Other,Female,21,Detroit,No,10,0,10,1,10,4
152240,2024-04-27,BF1543,Clothing,Female,19,Miami,No,100,0,100,3,300,1
151736,2024-06-14,BF1548,Clothing,Male,24,Portland,No,65,0,65,1,65,5
122894,2024-04-04,BF1552,Ornaments,Male,24,Montreal,Yes,45,25,70,1,70,3
144075,2024-05-14,BF1550,Clothing,Male,28,New Jersey,No,97,0,97,1,97,4
182423,2024-05-16,BF1551,Ornaments,Male,25,Portland,No,15,0,15,3,45,4
159846,2024-03-12,BF1543,Clothing,Male,20,New York,No,100,0,100,5,500,5
142665,2024-07-17,BF1551,Ornaments,Female,25,Liverpool,Yes,15,40,55,2,110,1
146674,2024-10-12,BF1548,Clothing,Male,30,New Jersey,No,65,0,65,5,325,2
138344,2024-03-31,BF1551,Ornaments,Male,31,Paris,Yes,15,50,65,1,65,5
143378,2024-09-28,BF1548,Clothing,Female,26,Memphis,No,65,0,65,1,65,3
157353,2024-08-11,BF1549,Clothing,Female,27,Miami,No,130,0,130,5,650,5
162755,2024-11-01,BF1549,Clothing,Male,27,Cleveland,No,130,0,130,1,130,4
188686,2024-09-19,BF1552,Ornaments,Male,21,New York,No,45,0,45,5,225,5
144357,2024-03-27,BF1548,Clothing,Male,24,San Antonio,No,65,0,65,1,65,5
169465,2024-05-14,BF1552,Ornaments,Male,32,Liverpool,Yes,45,40,85,1,85,1
170010,2024-10-25,BF1550,Clothing,Male,29,Las Vegas,No,97,0,97,1,97,5
120471,2023-12-05,BF1551,Ornaments,Male,21,Dublin,Yes,15,40,55,2,110,4
169792,2024-03-18,BF1548,Clothing,Male,29,Manchester,Yes,65,40,105,1,105,4
147561,2024-02-03,BF1554,Ornaments,Male,30,Miami,No,20,0,20,1,20,1
182349,2024-05-02,BF1551,Ornaments,Male,22,Cardiff,Yes,15,40,55,2,110,4
174462,2024-02-27,BF1550,Clothing,Male,21,Cleveland,No,97,0,97,1,97,4
175883,2024-01-15,BF1549,Clothing,Male,31,San Antonio,No,130,0,130,1,130,1
173447,2024-03-22,BF1548,Clothing,Male,29,San Antonio,No,65,0,65,1,65,3
181503,2024-05-07,BF1548,Clothing,Female,20,Sacramento,No,65,0,65,1,65,5
184181,2024-06-05,BF1543,Clothing,Male,21,Cardiff,Yes,100,40,140,1,140,5
198105,2024-10-03,BF1545,Other,Male,23,Glasgow,Yes,10,40,50,3,150,2
189782,2024-07-26,BF1548,Clothing,Male,35,New Jersey,No,65,0,65,1,65,2
197472,2024-09-26,BF1551,Ornaments,Male,26,San Antonio,No,15,0,15,1,15,3
125640,2024-02-05,BF1553,Ornaments,Male,32,Cleveland,No,50,0,50,3,150,5
191098,2024-01-04,BF1548,Clothing,Male,19,Miami,No,65,0,65,1,65,5
137822,2024-03-17,BF1543,Clothing,Male,30,Pittsburgh,No,100,0,100,2,200,5
147977,2024-02-14,BF1543,Clothing,Male,20,Cleveland,No,100,0,100,1,100,4
193588,2023-12-10,BF1550,Clothing,Male,21,Dublin,Yes,97,40,137,3,411,5
136728,2024-08-15,BF1548,Clothing,Male,30,Austin,No,65,0,65,1,65,3
159776,2023-12-15,BF1554,Ornaments,Male,21,Las Vegas,No,20,0,20,3,60,1
126911,2024-10-02,BF1545,Other,Male,26,London,Yes,10,40,50,1,50,5
157017,2024-09-27,BF1554,Ornaments,Female,23,Cleveland,No,20,0,20,1,20,2
181028,2024-10-05,BF1552,Ornaments,Female,30,Dublin,Yes,45,40,85,1,85,3
150648,2024-03-09,BF1544,Other,Male,22,Pittsburgh,No,9,0,9,4,36,5
158077,2024-07-09,BF1552,Ornaments,Female,27,Liverpool,Yes,45,40,85,1,85,3
136780,2024-01-09,BF1543,Clothing,Male,26,Mumbai,Yes,100,70,170,2,340,5
197625,2024-06-10,BF1550,Clothing,Male,31,San Francisco,No,97,0,97,1,97,4
132771,2024-05-04,BF1551,Ornaments,Male,32,Pittsburgh,No,15,0,15,4,60,4
181690,2024-10-30,BF1553,Ornaments,Male,24,Austin,No,50,0,50,2,100,5
165611,2024-03-24,BF1551,Ornaments,Male,33,Cardiff,Yes,15,40,55,1,55,1
186787,2024-10-03,BF1544,Other,Male,19,San Francisco,No,9,0,9,2,18,4
195201,2024-01-08,BF1551,Ornaments,Male,33,Sydney,Yes,15,100,115,1,115,5
180245,2024-11-03,BF1548,Clothing,Male,19,Sacramento,No,65,0,65,3,195,4
169606,2024-08-09,BF1543,Clothing,Male,30,Manchester,Yes,100,40,140,1,140,1
142065,2024-10-28,BF1544,Other,Male,28,Miami,No,9,0,9,1,9,3
178662,2023-12-20,BF1554,Ornaments,Female,29,Pittsburgh,No,20,0,20,1,20,4
166862,2024-06-14,BF1551,Ornaments,Male,28,Austin,No,15,0,15,1,15,1
125801,2024-05-05,BF1548,Clothing,Male,35,Montreal,Yes,65,25,90,3,270,2
160642,2024-08-07,BF1551,Ornaments,Male,21,Cleveland,No,15,0,15,1,15,3
156165,2024-10-27,BF1544,Other,Male,32,Paris,Yes,9,50,59,1,59,5
193984,2024-09-13,BF1552,Ornaments,Male,34,Mumbai,Yes,45,70,115,1,115,5
145626,2024-05-26,BF1543,Clothing,Female,32,Miami,No,100,0,100,1,100,4
150536,2024-07-01,BF1548,Clothing,Female,26,Pittsburgh,No,65,0,65,1,65,1
136049,2024-06-07,BF1547,Ornaments,Female,20,Cleveland,No,32,0,32,2,64,2
125911,2023-11-10,BF1548,Clothing,Male,22,Memphis,No,65,0,65,1,65,4
170456,2023-12-24,BF1549,Clothing,Female,35,New York,No,130,0,130,1,130,4
141406,2024-01-22,BF1551,Ornaments,Male,31,San Antonio,No,15,0,15,2,30,5
130051,2024-11-04,BF1545,Other,Male,31,San Francisco,No,10,0,10,4,40,4
147137,2024-03-29,BF1549,Clothing,Male,35,Portland,No,130,0,130,3,390,1
120194,2024-08-14,BF1551,Ornaments,Male,18,Detroit,No,15,0,15,1,15,4
193861,2024-09-15,BF1548,Clothing,Female,33,New York,No,65,0,65,4,260,3
185925,2023-11-24,BF1552,Ornaments,Female,34,New York,No,45,0,45,2,90,1
167785,2024-01-27,BF1555,Other,Female,20,Detroit,No,23,0,23,1,23,4
177736,2024-06-17,BF1552,Ornaments,Male,23,Manchester,Yes,45,40,85,2,170,3
192457,2024-02-12,BF1548,Clothing,Male,23,Manchester,Yes,65,40,105,1,105,3
125541,2024-02-28,BF1548,Clothing,Female,22,Toronto,Yes,65,25,90,1,90,4
145432,2024-03-20,BF1548,Clothing,Female,26,Sydney,Yes,65,100,165,1,165,5
144763,2023-11-21,BF1554,Ornaments,Male,19,Sacramento,No,20,0,20,3,60,5
123785,2024-05-01,BF1551,Ornaments,Male,28,New York,No,15,0,15,2,30,4
170557,2024-04-28,BF1548,Clothing,Male,19,San Francisco,No,65,0,65,1,65,5
190104,2024-08-03,BF1548,Clothing,Male,35,Portland,No,65,0,65,2,130,3
143498,2024-07-26,BF1552,Ornaments,Male,23,Las Vegas,No,45,0,45,2,90,1
179114,2023-11-21,BF1546,Clothing,Male,20,Memphis,No,118,0,118,1,118,4
196265,2024-07-03,BF1543,Clothing,Male,24,London,Yes,100,40,140,1,140,3
181915,2023-11-15,BF1552,Ornaments,Male,18,San Antonio,No,45,0,45,2,90,5
196580,2024-04-17,BF1549,Clothing,Male,30,Cleveland,No,130,0,130,1,130,4
129927,2024-06-26,BF1543,Clothing,Female,33,Montreal,Yes,100,25,125,1,125,3
132627,2024-05-06,BF1544,Other,Male,21,San Antonio,No,9,0,9,4,36,5
153454,2024-05-17,BF1543,Clothing,Female,28,Sydney,Yes,100,100,200,1,200,5
194656,2023-12-13,BF1552,Ornaments,Female,19,San Francisco,No,45,0,45,3,135,4
156473,2024-10-14,BF1544,Other,Female,27,Sacramento,No,9,0,9,1,9,5
125250,2024-09-27,BF1545,Other,Male,28,Cleveland,No,10,0,10,2,20,3
136266,2024-08-15,BF1547,Ornaments,Female,25,Glasgow,Yes,32,40,72,1,72,2
164568,2023-12-30,BF1548,Clothing,Male,30,Miami,No,65,0,65,1,65,5
164711,2023-12-17,BF1543,Clothing,Female,31,Mumbai,Yes,100,70,170,2,340,3
132641,2024-10-24,BF1554,Ornaments,Female,29,San Antonio,No,20,0,20,4,80,5
157041,2024-09-16,BF1555,Other,Male,20,Detroit,No,23,0,23,2,46,5
132475,2024-10-24,BF1543,Clothing,Female,30,Austin,No,100,0,100,2,200,5
141853,2024-09-27,BF1544,Other,Female,28,Memphis,No,9,0,9,1,9,1
175426,2024-08-05,BF1548,Clothing,Female,29,Pittsburgh,No,65,0,65,1,65,2
145830,2024-01-18,BF1544,Other,Female,32,New Delhi,Yes,9,70,79,1,79,4
127183,2024-08-30,BF1548,Clothing,Female,18,Sacramento,No,65,0,65,2,130,3
121745,2024-05-08,BF1548,Clothing,Female,18,Mumbai,Yes,65,70,135,2,270,4
183856,2024-06-13,BF1543,Clothing,Male,31,Glasgow,Yes,100,40,140,1,140,5
192063,2024-01-29,BF1547,Ornaments,Female,31,Detroit,No,32,0,32,3,96,3
169768,2023-12-04,BF1554,Ornaments,Male,24,Manchester,Yes,20,40,60,1,60,4
199088,2024-04-14,BF1550,Clothing,Male,34,Cleveland,No,97,0,97,1,97,3
148462,2023-12-17,BF1545,Other,Female,25,Pittsburgh,No,10,0,10,1,10,2
120691,2023-11-23,BF1550,Clothing,Male,34,Liverpool,Yes,97,40,137,1,137,5
141442,2024-09-06,BF1551,Ornaments,Male,30,London,Yes,15,40,55,1,55,3
130923,2024-10-14,BF1554,Ornaments,Female,19,Pittsburgh,No,20,0,20,1,20,3
145321,2024-05-20,BF1554,Ornaments,Male,19,New York,No,20,0,20,1,20,5
174642,2024-07-01,BF1554,Ornaments,Female,27,Detroit,No,20,0,20,2,40,5
128317,2024-06-14,BF1548,Clothing,Female,22,Sydney,Yes,65,100,165,1,165,5
187527,2024-07-09,BF1548,Clothing,Male,25,Mumbai,Yes,65,70,135,1,135,4
187589,2024-10-12,BF1544,Other,Male,23,San Francisco,No,9,0,9,1,9,4
184451,2024-02-21,BF1548,Clothing,Male,30,Cleveland,No,65,0,65,1,65,4
136272,2024-03-22,BF1551,Ornaments,Male,33,Cleveland,No,15,0,15,1,15,4
142500,2024-05-09,BF1551,Ornaments,Male,19,Las Vegas,No,15,0,15,1,15,2
139626,2024-05-02,BF1551,Ornaments,Female,31,San Antonio,No,15,0,15,1,15,5
161677,2024-09-17,BF1548,Clothing,Male,24,Las Vegas,No,65,0,65,1,65,3
160850,2023-12-08,BF1548,Clothing,Male,31,Memphis,No,65,0,65,1,65,3
195800,2024-07-07,BF1550,Clothing,Male,31,New Jersey,No,97,0,97,1,97,2
192615,2024-09-11,BF1549,Clothing,Male,19,New Jersey,No,130,0,130,2,260,2
152248,2024-04-22,BF1550,Clothing,Male,34,Las Vegas,No,97,0,97,2,194,2
185566,2024-06-25,BF1550,Clothing,Male,34,Sacramento,No,97,0,97,3,291,4
137909,2024-10-22,BF1554,Ornaments,Male,18,Las Vegas,No,20,0,20,2,40,4
192590,2024-08-26,BF1544,Other,Male,23,Mumbai,Yes,9,70,79,1,79,4
149011,2024-02-04,BF1543,Clothing,Female,19,Manchester,Yes,100,40,140,1,140,5
168769,2024-01-16,BF1544,Other,Female,30,Pittsburgh,No,9,0,9,1,9,1
170486,2024-04-17,BF1548,Clothing,Male,26,New York,No,65,0,65,2,130,5
177612,2024-09-22,BF1548,Clothing,Male,18,Memphis,No,65,0,65,1,65,3
127861,2024-04-09,BF1552,Ornaments,Female,29,Portland,No,45,0,45,4,180,5
183026,2024-08-24,BF1553,Ornaments,Female,18,San Francisco,No,50,0,50,5,250,4
132009,2024-06-30,BF1550,Clothing,Male,19,Detroit,No,97,0,97,1,97,4
171081,2024-04-28,BF1551,Ornaments,Female,18,Paris,Yes,15,50,65,1,65,5
168216,2023-12-07,BF1554,Ornaments,Male,26,Sydney,Yes,20,100,120,2,240,2
139491,2024-03-14,BF1548,Clothing,Male,29,Pittsburgh,No,65,0,65,1,65,3
181900,2024-03-26,BF1551,Ornaments,Male,24,San Antonio,No,15,0,15,1,15,2
196883,2024-06-29,BF1544,Other,Male,18,San Antonio,No,9,0,9,1,9,4
142972,2024-07-18,BF1548,Clothing,Female,21,Portland,No,65,0,65,2,130,3
171114,2024-10-09,BF1548,Clothing,Female,31,New York,No,65,0,65,1,65,5
168295,2024-06-17,BF1546,Clothing,Male,35,San Antonio,No,118,0,118,1,118,3
160624,2024-05-20,BF1548,Clothing,Male,35,Austin,No,65,0,65,1,65,5
138669,2024-09-25,BF1549,Clothing,Female,30,Cleveland,No,130,0,130,1,130,4
150449,2024-04-16,BF1548,Clothing,Male,21,Miami,No,65,0,65,2,130,4
152341,2024-04-16,BF1548,Clothing,Male,19,Austin,No,65,0,65,3,195,5
184164,2024-10-13,BF1547,Ornaments,Female,25,Las Vegas,No,32,0,32,2,64,2
185974,2023-11-19,BF1548,Clothing,Female,35,New Jersey,No,65,0,65,1,65,5
169521,2024-09-28,BF1550,Clothing,Male,24,New York,No,97,0,97,1,97,5
184236,2023-12-02,BF1551,Ornaments,Female,23,Portland,No,15,0,15,1,15,1
128117,2024-08-13,BF1550,Clothing,Female,25,New Delhi,Yes,97,70,167,2,334,4
142838,2024-01-28,BF1543,Clothing,Male,23,Manchester,Yes,100,40,140,1,140,3
155870,2023-12-20,BF1553,Ornaments,Male,30,San Antonio,No,50,0,50,1,50,1
186481,2024-08-25,BF1550,Clothing,Male,22,Mumbai,Yes,97,70,167,1,167,1
166205,2024-03-01,BF1553,Ornaments,Male,25,Cardiff,Yes,50,40,90,1,90,4
154344,2023-12-08,BF1543,Clothing,Female,31,Austin,No,100,0,100,1,100,2
198360,2024-04-21,BF1545,Other,Female,34,Toronto,Yes,10,25,35,4,140,3
174509,2024-09-26,BF1553,Ornaments,Female,30,Cleveland,No,50,0,50,1,50,4
163454,2024-03-04,BF1553,Ornaments,Male,23,New Jersey,No,50,0,50,1,50,2
137115,2024-02-20,BF1549,Clothing,Male,35,Sacramento,No,130,0,130,1,130,2
167143,2024-05-10,BF1548,Clothing,Male,18,Las Vegas,No,65,0,65,1,65,3
154129,2024-10-25,BF1544,Other,Male,30,Glasgow,Yes,9,40,49,3,147,1
124657,2024-02-29,BF1550,Clothing,Male,32,Pittsburgh,No,97,0,97,1,97,1
195790,2024-03-10,BF1545,Other,Female,34,Austin,No,10,0,10,3,30,5
120938,2023-11-27,BF1548,Clothing,Male,22,New York,No,65,0,65,1,65,2
183498,2023-11-21,BF1543,Clothing,Male,20,Austin,No,100,0,100,1,100,1
123702,2024-06-04,BF1548,Clothing,Female,34,Paris,Yes,65,50,115,1,115,4
132298,2024-02-16,BF1543,Clothing,Female,32,Portland,No,100,0,100,3,300,2
162932,2024-08-13,BF1547,Ornaments,Male,21,Paris,Yes,32,50,82,1,82,5
197085,2024-05-07,BF1545,Other,Male,25,New Jersey,No,10,0,10,2,20,1
195817,2024-06-17,BF1548,Clothing,Female,32,Glasgow,Yes,65,40,105,2,210,5
140177,2024-01-19,BF1544,Other,Male,19,Detroit,No,9,0,9,1,9,3
128328,2024-06-11,BF1544,Other,Male,24,San Antonio,No,9,0,9,1,9,1
178983,2024-10-30,BF1551,Ornaments,Male,34,Portland,No,15,0,15,1,15,1
148846,2024-08-18,BF1545,Other,Male,23,Mumbai,Yes,10,70,80,1,80,4
170474,2024-08-03,BF1550,Clothing,Male,24,London,Yes,97,40,137,1,137,5
151224,2024-01-31,BF1548,Clothing,Female,22,Sacramento,No,65,0,65,4,260,2
144774,2023-12-31,BF1548,Clothing,Male,23,Las Vegas,No,65,0,65,1,65,3
189317,2024-08-20,BF1543,Clothing,Female,25,Miami,No,100,0,100,1,100,5
145880,2024-06-24,BF1545,Other,Female,20,San Antonio,No,10,0,10,1,10,1
195029,2024-09-05,BF1545,Other,Male,24,Portland,No,10,0,10,1,10,5
166556,2024-02-01,BF1548,Clothing,Male,26,New York,No,65,0,65,1,65,5
169298,2023-11-26,BF1552,Ornaments,Male,33,Portland,No,45,0,45,1,45,5
151132,2024-02-03,BF1549,Clothing,Male,25,Miami,No,130,0,130,1,130,3
156910,2024-04-18,BF1548,Clothing,Male,21,Memphis,No,65,0,65,3,195,1
172449,2024-06-06,BF1548,Clothing,Male,35,New York,No,65,0,65,3,195,1
179164,2024-03-26,BF1551,Ornaments,Male,22,Montreal,Yes,15,25,40,1,40,5
132566,2023-12-26,BF1548,Clothing,Male,27,Cardiff,Yes,65,40,105,1,105,4
129692,2024-09-29,BF1554,Ornaments,Male,29,Liverpool,Yes,20,40,60,2,120,2
167092,2024-05-18,BF1548,Clothing,Female,24,Paris,Yes,65,50,115,1,115,4
152045,2023-11-13,BF1550,Clothing,Male,18,Cleveland,No,97,0,97,1,97,1
137011,2024-01-20,BF1548,Clothing,Female,20,Miami,No,65,0,65,1,65,5
164136,2024-01-06,BF1543,Clothing,Male,33,San Francisco,No,100,0,100,1,100,4
130761,2024-08-09,BF1544,Other,Male,20,San Francisco,No,9,0,9,1,9,3
129347,2023-11-06,BF1548,Clothing,Male,28,Sacramento,No,65,0,65,1,65,4
137304,2024-03-20,BF1550,Clothing,Male,34,Miami,No,97,0,97,1,97,2
141498,2024-09-24,BF1549,Clothing,Female,27,Portland,No,130,0,130,1,130,5
178741,2023-12-02,BF1545,Other,Female,20,Pittsburgh,No,10,0,10,1,10,2
144209,2024-08-23,BF1551,Ornaments,Male,33,San Francisco,No,15,0,15,2,30,5
132217,2024-07-20,BF1550,Clothing,Male,20,Pittsburgh,No,97,0,97,1,97,5
159734,2024-02-24,BF1554,Ornaments,Female,33,Las Vegas,No,20,0,20,1,20,5
145274,2024-10-18,BF1548,Clothing,Male,23,San Francisco,No,65,0,65,2,130,5
160607,2024-04-11,BF1545,Other,Male,21,Sydney,Yes,10,100,110,1,110,4
182991,2024-10-05,BF1549,Clothing,Male,19,New Delhi,Yes,130,70,200,1,200,5
132836,2023-12-13,BF1552,Ornaments,Male,33,Sydney,Yes,45,100,145,1,145,4
125262,2024-03-19,BF1551,Ornaments,Female,26,Glasgow,Yes,15,40,55,1,55,4
145112,2024-07-16,BF1548,Clothing,Male,31,London,Yes,65,40,105,2,210,4
153577,2024-08-16,BF1549,Clothing,Male,24,Miami,No,130,0,130,3,390,5
123518,2024-03-20,BF1551,Ornaments,Female,30,Toronto,Yes,15,25,40,1,40,4
